,category_0,category_1,filename,entity,label,split
74,10001 new york,new york ny 10024,city,1,1,train
75,10001 new york,new york ny 10025,city,1,1,train
76,10001 new york,new york ny 10026,city,1,1,train
77,10001 new york,new york ny 10027,city,1,1,train
78,10001 new york,new york ny 10032,city,1,1,train
79,10001 new york,new york ny 10036,city,1,1,train
80,10001 new york,new york ny 10065,city,1,1,train
81,10001 new york,new york ny 10282,city,1,1,train
82,10001 new york,new york ny 11231,city,1,1,train
83,10001 new york,new york usa,city,1,1,train
84,10001 new york,new york10000,city,1,1,train
85,10001 new york,new york10001,city,1,1,train
86,10001 new york,new york10024,city,1,1,train
87,10001 new york,new york11747,city,1,1,train
88,10001 new york,new yorkbrooklyn,city,1,1,train
89,10001 new york,new yorklong islang city,city,1,1,train
90,10001 new york,new yorknew yorknew york,city,1,1,train
91,10001 new york,new yorkny,city,1,1,train
92,10001 new york,new yorkny 10001,city,1,1,train
93,10001 new york,new yorkny 10027,city,1,1,train
94,10001 new york,new yorkphoenicia,city,1,1,train
95,10001 new york,new yorksaratoga springs,city,1,1,train
96,10001 new york,new yorksouthold,city,1,1,train
97,10001 new york,ny new york 10010,city,1,1,train
98,10001 new york,queens new york,city,1,1,train
99,10001 new york,queensnew york,city,1,1,train
100,10001 new york,soho manhattan new york,city,1,1,train
101,10001 new york,staten islandnew york,city,1,1,train
102,10001 new york,west new york,city,1,1,train
103,10001 new york,west village new york,city,1,1,train
104,10001 new york,west village new york city,city,1,1,train
105,10018 new york,113 w 60th street new york ny,city,1,1,train
106,10018 new york,210 10th ave new york ny 10011,city,1,1,train
107,10018 new york,amityville new york,city,1,1,train
108,10018 new york,brooklyn new york,city,1,1,train
109,10018 new york,brooklyn new york 11201 united,city,1,1,train
110,10018 new york,brooklyn new york 11231,city,1,1,train
111,10018 new york,brooklyn new york city,city,1,1,train
112,10018 new york,les new york,city,1,1,train
113,10018 new york,lower east side new york,city,1,1,train
114,10018 new york,manhattan new york,city,1,1,train
115,10018 new york,manhattan new york city,city,1,1,train
116,10018 new york,new york,city,1,1,train
117,10018 new york,new york 10001,city,1,1,train
118,10018 new york,new york 10002,city,1,1,train
119,10018 new york,new york 10003,city,1,1,train
120,10018 new york,new york 10004,city,1,1,train
121,10018 new york,new york 10005,city,1,1,train
122,10018 new york,new york 10009,city,1,1,train
123,10018 new york,new york 10010,city,1,1,train
124,10018 new york,new york 10011,city,1,1,train
125,10018 new york,new york 10012,city,1,1,train
126,10018 new york,new york 10013,city,1,1,train
127,10018 new york,new york 10014,city,1,1,train
128,10018 new york,new york 10016,city,1,1,train
129,10018 new york,new york 10018,city,1,1,train
130,10018 new york,new york 10019,city,1,1,train
131,10018 new york,new york 10020,city,1,1,train
132,10018 new york,new york 10022,city,1,1,train
133,10018 new york,new york 10023,city,1,1,train
134,10018 new york,new york 10024,city,1,1,train
135,10018 new york,new york 10027,city,1,1,train
136,10018 new york,new york 10029,city,1,1,train
137,10018 new york,new york 10036,city,1,1,train
138,10018 new york,new york 10038,city,1,1,train
139,10018 new york,new york 10039,city,1,1,train
140,10018 new york,new york 10128,city,1,1,train
141,10018 new york,new york 10281,city,1,1,train
142,10018 new york,new york 10986,city,1,1,train
143,10018 new york,new york 11205,city,1,1,train
144,10018 new york,new york 11249,city,1,1,train
145,10018 new york,new york 11361,city,1,1,train
146,10018 new york,new york 11693,city,1,1,train
147,10018 new york,new york 11743,city,1,1,train
148,10018 new york,new york 11754,city,1,1,train
149,10018 new york,new york 12498,city,1,1,train
150,10018 new york,new york brooklyn,city,1,1,train
151,10018 new york,new york city,city,1,1,train
152,10018 new york,new york city new york,city,1,1,train
153,10018 new york,new york city ny 10011 8500,city,1,1,train
154,10018 new york,new york ctiy,city,1,1,train
155,10018 new york,new york flushing,city,1,1,train
156,10018 new york,new york lexington,city,1,1,train
157,10018 new york,new york los angeles austin,city,1,1,train
158,10018 new york,new york manhattan,city,1,1,train
159,10018 new york,new york maplecrest 12454,city,1,1,train
160,10018 new york,new york midtown west manhattan,city,1,1,train
161,10018 new york,new york new york,city,1,1,train
162,10018 new york,new york new york 10038,city,1,1,train
163,10018 new york,new york ny,city,1,1,train
164,10018 new york,new york ny 10001,city,1,1,train
165,10018 new york,new york ny 10003,city,1,1,train
166,10018 new york,new york ny 10004,city,1,1,train
167,10018 new york,new york ny 10009,city,1,1,train
168,10018 new york,new york ny 10010,city,1,1,train
169,10018 new york,new york ny 10011,city,1,1,train
170,10018 new york,new york ny 10012,city,1,1,train
171,10018 new york,new york ny 10013,city,1,1,train
172,10018 new york,new york ny 10016,city,1,1,train
173,10018 new york,new york ny 10017,city,1,1,train
174,10018 new york,new york ny 10018,city,1,1,train
175,10018 new york,new york ny 10019,city,1,1,train
176,10018 new york,new york ny 10022,city,1,1,train
177,10018 new york,new york ny 10024,city,1,1,train
178,10018 new york,new york ny 10025,city,1,1,train
179,10018 new york,new york ny 10026,city,1,1,train
180,10018 new york,new york ny 10027,city,1,1,train
181,10018 new york,new york ny 10032,city,1,1,train
182,10018 new york,new york ny 10036,city,1,1,train
183,10018 new york,new york ny 10065,city,1,1,train
184,10018 new york,new york ny 10282,city,1,1,train
185,10018 new york,new york ny 11231,city,1,1,train
186,10018 new york,new york usa,city,1,1,train
187,10018 new york,new york10000,city,1,1,train
188,10018 new york,new york10001,city,1,1,train
189,10018 new york,new york10024,city,1,1,train
190,10018 new york,new york11747,city,1,1,train
191,10018 new york,new yorkbrooklyn,city,1,1,train
192,10018 new york,new yorklong islang city,city,1,1,train
193,10018 new york,new yorknew yorknew york,city,1,1,train
194,10018 new york,new yorkny,city,1,1,train
195,10018 new york,new yorkny 10001,city,1,1,train
196,10018 new york,new yorkny 10027,city,1,1,train
197,10018 new york,new yorkphoenicia,city,1,1,train
198,10018 new york,new yorksaratoga springs,city,1,1,train
199,10018 new york,new yorksouthold,city,1,1,train
200,10018 new york,ny new york 10010,city,1,1,train
201,10018 new york,queens new york,city,1,1,train
202,10018 new york,queensnew york,city,1,1,train
203,10018 new york,soho manhattan new york,city,1,1,train
204,10018 new york,staten islandnew york,city,1,1,train
205,10018 new york,west new york,city,1,1,train
206,10018 new york,west village new york,city,1,1,train
207,10018 new york,west village new york city,city,1,1,train
208,113 w 60th street new york ny,210 10th ave new york ny 10011,city,1,1,train
209,113 w 60th street new york ny,amityville new york,city,1,1,train
210,113 w 60th street new york ny,brooklyn new york,city,1,1,train
211,113 w 60th street new york ny,brooklyn new york 11201 united,city,1,1,train
212,113 w 60th street new york ny,brooklyn new york 11231,city,1,1,train
213,113 w 60th street new york ny,brooklyn new york city,city,1,1,train
214,113 w 60th street new york ny,les new york,city,1,1,train
215,113 w 60th street new york ny,lower east side new york,city,1,1,train
216,113 w 60th street new york ny,manhattan new york,city,1,1,train
217,113 w 60th street new york ny,manhattan new york city,city,1,1,train
218,113 w 60th street new york ny,new york,city,1,1,train
219,113 w 60th street new york ny,new york 10001,city,1,1,train
220,113 w 60th street new york ny,new york 10002,city,1,1,train
221,113 w 60th street new york ny,new york 10003,city,1,1,train
222,113 w 60th street new york ny,new york 10004,city,1,1,train
223,113 w 60th street new york ny,new york 10005,city,1,1,train
224,113 w 60th street new york ny,new york 10009,city,1,1,train
225,113 w 60th street new york ny,new york 10010,city,1,1,train
226,113 w 60th street new york ny,new york 10011,city,1,1,train
227,113 w 60th street new york ny,new york 10012,city,1,1,train
228,113 w 60th street new york ny,new york 10013,city,1,1,train
229,113 w 60th street new york ny,new york 10014,city,1,1,train
230,113 w 60th street new york ny,new york 10016,city,1,1,train
231,113 w 60th street new york ny,new york 10018,city,1,1,train
232,113 w 60th street new york ny,new york 10019,city,1,1,train
233,113 w 60th street new york ny,new york 10020,city,1,1,train
234,113 w 60th street new york ny,new york 10022,city,1,1,train
235,113 w 60th street new york ny,new york 10023,city,1,1,train
236,113 w 60th street new york ny,new york 10024,city,1,1,train
237,113 w 60th street new york ny,new york 10027,city,1,1,train
238,113 w 60th street new york ny,new york 10029,city,1,1,train
239,113 w 60th street new york ny,new york 10036,city,1,1,train
240,113 w 60th street new york ny,new york 10038,city,1,1,train
241,113 w 60th street new york ny,new york 10039,city,1,1,train
242,113 w 60th street new york ny,new york 10128,city,1,1,train
243,113 w 60th street new york ny,new york 10281,city,1,1,train
244,113 w 60th street new york ny,new york 10986,city,1,1,train
245,113 w 60th street new york ny,new york 11205,city,1,1,train
246,113 w 60th street new york ny,new york 11249,city,1,1,train
247,113 w 60th street new york ny,new york 11361,city,1,1,train
248,113 w 60th street new york ny,new york 11693,city,1,1,train
249,113 w 60th street new york ny,new york 11743,city,1,1,train
250,113 w 60th street new york ny,new york 11754,city,1,1,train
251,113 w 60th street new york ny,new york 12498,city,1,1,train
252,113 w 60th street new york ny,new york brooklyn,city,1,1,train
253,113 w 60th street new york ny,new york city,city,1,1,train
254,113 w 60th street new york ny,new york city new york,city,1,1,train
255,113 w 60th street new york ny,new york city ny 10011 8500,city,1,1,train
256,113 w 60th street new york ny,new york ctiy,city,1,1,train
257,113 w 60th street new york ny,new york flushing,city,1,1,train
258,113 w 60th street new york ny,new york lexington,city,1,1,train
259,113 w 60th street new york ny,new york los angeles austin,city,1,1,train
260,113 w 60th street new york ny,new york manhattan,city,1,1,train
261,113 w 60th street new york ny,new york maplecrest 12454,city,1,1,train
262,113 w 60th street new york ny,new york midtown west manhattan,city,1,1,train
263,113 w 60th street new york ny,new york new york,city,1,1,train
264,113 w 60th street new york ny,new york new york 10038,city,1,1,train
265,113 w 60th street new york ny,new york ny,city,1,1,train
266,113 w 60th street new york ny,new york ny 10001,city,1,1,train
267,113 w 60th street new york ny,new york ny 10003,city,1,1,train
268,113 w 60th street new york ny,new york ny 10004,city,1,1,train
269,113 w 60th street new york ny,new york ny 10009,city,1,1,train
270,113 w 60th street new york ny,new york ny 10010,city,1,1,train
271,113 w 60th street new york ny,new york ny 10011,city,1,1,train
272,113 w 60th street new york ny,new york ny 10012,city,1,1,train
273,113 w 60th street new york ny,new york ny 10013,city,1,1,train
274,113 w 60th street new york ny,new york ny 10016,city,1,1,train
275,113 w 60th street new york ny,new york ny 10017,city,1,1,train
276,113 w 60th street new york ny,new york ny 10018,city,1,1,train
277,113 w 60th street new york ny,new york ny 10019,city,1,1,train
278,113 w 60th street new york ny,new york ny 10022,city,1,1,train
279,113 w 60th street new york ny,new york ny 10024,city,1,1,train
280,113 w 60th street new york ny,new york ny 10025,city,1,1,train
281,113 w 60th street new york ny,new york ny 10026,city,1,1,train
282,113 w 60th street new york ny,new york ny 10027,city,1,1,train
283,113 w 60th street new york ny,new york ny 10032,city,1,1,train
284,113 w 60th street new york ny,new york ny 10036,city,1,1,train
285,113 w 60th street new york ny,new york ny 10065,city,1,1,train
286,113 w 60th street new york ny,new york ny 10282,city,1,1,train
287,113 w 60th street new york ny,new york ny 11231,city,1,1,train
288,113 w 60th street new york ny,new york usa,city,1,1,train
289,113 w 60th street new york ny,new york10000,city,1,1,train
290,113 w 60th street new york ny,new york10001,city,1,1,train
291,113 w 60th street new york ny,new york10024,city,1,1,train
292,113 w 60th street new york ny,new york11747,city,1,1,train
293,113 w 60th street new york ny,new yorkbrooklyn,city,1,1,train
294,113 w 60th street new york ny,new yorklong islang city,city,1,1,train
295,113 w 60th street new york ny,new yorknew yorknew york,city,1,1,train
296,113 w 60th street new york ny,new yorkny,city,1,1,train
297,113 w 60th street new york ny,new yorkny 10001,city,1,1,train
298,113 w 60th street new york ny,new yorkny 10027,city,1,1,train
299,113 w 60th street new york ny,new yorkphoenicia,city,1,1,train
300,113 w 60th street new york ny,new yorksaratoga springs,city,1,1,train
301,113 w 60th street new york ny,new yorksouthold,city,1,1,train
302,113 w 60th street new york ny,ny new york 10010,city,1,1,train
303,113 w 60th street new york ny,queens new york,city,1,1,train
304,113 w 60th street new york ny,queensnew york,city,1,1,train
305,113 w 60th street new york ny,soho manhattan new york,city,1,1,train
306,113 w 60th street new york ny,staten islandnew york,city,1,1,train
307,113 w 60th street new york ny,west new york,city,1,1,train
308,113 w 60th street new york ny,west village new york,city,1,1,train
309,113 w 60th street new york ny,west village new york city,city,1,1,train
310,210 10th ave new york ny 10011,amityville new york,city,1,1,train
311,210 10th ave new york ny 10011,brooklyn new york,city,1,1,train
312,210 10th ave new york ny 10011,brooklyn new york 11201 united,city,1,1,train
313,210 10th ave new york ny 10011,brooklyn new york 11231,city,1,1,train
314,210 10th ave new york ny 10011,brooklyn new york city,city,1,1,train
315,210 10th ave new york ny 10011,les new york,city,1,1,train
316,210 10th ave new york ny 10011,lower east side new york,city,1,1,train
317,210 10th ave new york ny 10011,manhattan new york,city,1,1,train
318,210 10th ave new york ny 10011,manhattan new york city,city,1,1,train
319,210 10th ave new york ny 10011,new york,city,1,1,train
320,210 10th ave new york ny 10011,new york 10001,city,1,1,train
321,210 10th ave new york ny 10011,new york 10002,city,1,1,train
322,210 10th ave new york ny 10011,new york 10003,city,1,1,train
323,210 10th ave new york ny 10011,new york 10004,city,1,1,train
324,210 10th ave new york ny 10011,new york 10005,city,1,1,train
325,210 10th ave new york ny 10011,new york 10009,city,1,1,train
326,210 10th ave new york ny 10011,new york 10010,city,1,1,train
327,210 10th ave new york ny 10011,new york 10011,city,1,1,train
328,210 10th ave new york ny 10011,new york 10012,city,1,1,train
329,210 10th ave new york ny 10011,new york 10013,city,1,1,train
330,210 10th ave new york ny 10011,new york 10014,city,1,1,train
331,210 10th ave new york ny 10011,new york 10016,city,1,1,train
332,210 10th ave new york ny 10011,new york 10018,city,1,1,train
333,210 10th ave new york ny 10011,new york 10019,city,1,1,train
334,210 10th ave new york ny 10011,new york 10020,city,1,1,train
335,210 10th ave new york ny 10011,new york 10022,city,1,1,train
336,210 10th ave new york ny 10011,new york 10023,city,1,1,train
337,210 10th ave new york ny 10011,new york 10024,city,1,1,train
338,210 10th ave new york ny 10011,new york 10027,city,1,1,train
339,210 10th ave new york ny 10011,new york 10029,city,1,1,train
340,210 10th ave new york ny 10011,new york 10036,city,1,1,train
341,210 10th ave new york ny 10011,new york 10038,city,1,1,train
342,210 10th ave new york ny 10011,new york 10039,city,1,1,train
343,210 10th ave new york ny 10011,new york 10128,city,1,1,train
344,210 10th ave new york ny 10011,new york 10281,city,1,1,train
345,210 10th ave new york ny 10011,new york 10986,city,1,1,train
346,210 10th ave new york ny 10011,new york 11205,city,1,1,train
347,210 10th ave new york ny 10011,new york 11249,city,1,1,train
348,210 10th ave new york ny 10011,new york 11361,city,1,1,train
349,210 10th ave new york ny 10011,new york 11693,city,1,1,train
350,210 10th ave new york ny 10011,new york 11743,city,1,1,train
351,210 10th ave new york ny 10011,new york 11754,city,1,1,train
352,210 10th ave new york ny 10011,new york 12498,city,1,1,train
353,210 10th ave new york ny 10011,new york brooklyn,city,1,1,train
354,210 10th ave new york ny 10011,new york city,city,1,1,train
355,210 10th ave new york ny 10011,new york city new york,city,1,1,train
356,210 10th ave new york ny 10011,new york city ny 10011 8500,city,1,1,train
357,210 10th ave new york ny 10011,new york ctiy,city,1,1,train
358,210 10th ave new york ny 10011,new york flushing,city,1,1,train
359,210 10th ave new york ny 10011,new york lexington,city,1,1,train
360,210 10th ave new york ny 10011,new york los angeles austin,city,1,1,train
361,210 10th ave new york ny 10011,new york manhattan,city,1,1,train
362,210 10th ave new york ny 10011,new york maplecrest 12454,city,1,1,train
363,210 10th ave new york ny 10011,new york midtown west manhattan,city,1,1,train
364,210 10th ave new york ny 10011,new york new york,city,1,1,train
365,210 10th ave new york ny 10011,new york new york 10038,city,1,1,train
366,210 10th ave new york ny 10011,new york ny,city,1,1,train
367,210 10th ave new york ny 10011,new york ny 10001,city,1,1,train
368,210 10th ave new york ny 10011,new york ny 10003,city,1,1,train
369,210 10th ave new york ny 10011,new york ny 10004,city,1,1,train
370,210 10th ave new york ny 10011,new york ny 10009,city,1,1,train
371,210 10th ave new york ny 10011,new york ny 10010,city,1,1,train
372,210 10th ave new york ny 10011,new york ny 10011,city,1,1,train
373,210 10th ave new york ny 10011,new york ny 10012,city,1,1,train
374,210 10th ave new york ny 10011,new york ny 10013,city,1,1,train
375,210 10th ave new york ny 10011,new york ny 10016,city,1,1,train
376,210 10th ave new york ny 10011,new york ny 10017,city,1,1,train
377,210 10th ave new york ny 10011,new york ny 10018,city,1,1,train
378,210 10th ave new york ny 10011,new york ny 10019,city,1,1,train
379,210 10th ave new york ny 10011,new york ny 10022,city,1,1,train
380,210 10th ave new york ny 10011,new york ny 10024,city,1,1,train
381,210 10th ave new york ny 10011,new york ny 10025,city,1,1,train
382,210 10th ave new york ny 10011,new york ny 10026,city,1,1,train
383,210 10th ave new york ny 10011,new york ny 10027,city,1,1,train
384,210 10th ave new york ny 10011,new york ny 10032,city,1,1,train
385,210 10th ave new york ny 10011,new york ny 10036,city,1,1,train
386,210 10th ave new york ny 10011,new york ny 10065,city,1,1,train
387,210 10th ave new york ny 10011,new york ny 10282,city,1,1,train
388,210 10th ave new york ny 10011,new york ny 11231,city,1,1,train
389,210 10th ave new york ny 10011,new york usa,city,1,1,train
390,210 10th ave new york ny 10011,new york10000,city,1,1,train
391,210 10th ave new york ny 10011,new york10001,city,1,1,train
392,210 10th ave new york ny 10011,new york10024,city,1,1,train
393,210 10th ave new york ny 10011,new york11747,city,1,1,train
394,210 10th ave new york ny 10011,new yorkbrooklyn,city,1,1,train
395,210 10th ave new york ny 10011,new yorklong islang city,city,1,1,train
396,210 10th ave new york ny 10011,new yorknew yorknew york,city,1,1,train
397,210 10th ave new york ny 10011,new yorkny,city,1,1,train
398,210 10th ave new york ny 10011,new yorkny 10001,city,1,1,train
399,210 10th ave new york ny 10011,new yorkny 10027,city,1,1,train
400,210 10th ave new york ny 10011,new yorkphoenicia,city,1,1,train
401,210 10th ave new york ny 10011,new yorksaratoga springs,city,1,1,train
402,210 10th ave new york ny 10011,new yorksouthold,city,1,1,train
403,210 10th ave new york ny 10011,ny new york 10010,city,1,1,train
404,210 10th ave new york ny 10011,queens new york,city,1,1,train
405,210 10th ave new york ny 10011,queensnew york,city,1,1,train
406,210 10th ave new york ny 10011,soho manhattan new york,city,1,1,train
407,210 10th ave new york ny 10011,staten islandnew york,city,1,1,train
408,210 10th ave new york ny 10011,west new york,city,1,1,train
409,210 10th ave new york ny 10011,west village new york,city,1,1,train
410,210 10th ave new york ny 10011,west village new york city,city,1,1,train
411,amityville new york,brooklyn new york,city,1,1,train
412,amityville new york,brooklyn new york 11201 united,city,1,1,train
413,amityville new york,brooklyn new york 11231,city,1,1,train
414,amityville new york,brooklyn new york city,city,1,1,train
415,amityville new york,les new york,city,1,1,train
416,amityville new york,lower east side new york,city,1,1,train
417,amityville new york,manhattan new york,city,1,1,train
418,amityville new york,manhattan new york city,city,1,1,train
419,amityville new york,new york,city,1,1,train
420,amityville new york,new york 10001,city,1,1,train
421,amityville new york,new york 10002,city,1,1,train
422,amityville new york,new york 10003,city,1,1,train
423,amityville new york,new york 10004,city,1,1,train
424,amityville new york,new york 10005,city,1,1,train
425,amityville new york,new york 10009,city,1,1,train
426,amityville new york,new york 10010,city,1,1,train
427,amityville new york,new york 10011,city,1,1,train
428,amityville new york,new york 10012,city,1,1,train
429,amityville new york,new york 10013,city,1,1,train
430,amityville new york,new york 10014,city,1,1,train
431,amityville new york,new york 10016,city,1,1,train
432,amityville new york,new york 10018,city,1,1,train
433,amityville new york,new york 10019,city,1,1,train
434,amityville new york,new york 10020,city,1,1,train
435,amityville new york,new york 10022,city,1,1,train
436,amityville new york,new york 10023,city,1,1,train
437,amityville new york,new york 10024,city,1,1,train
438,amityville new york,new york 10027,city,1,1,train
439,amityville new york,new york 10029,city,1,1,train
440,amityville new york,new york 10036,city,1,1,train
441,amityville new york,new york 10038,city,1,1,train
442,amityville new york,new york 10039,city,1,1,train
443,amityville new york,new york 10128,city,1,1,train
444,amityville new york,new york 10281,city,1,1,train
445,amityville new york,new york 10986,city,1,1,train
446,amityville new york,new york 11205,city,1,1,train
447,amityville new york,new york 11249,city,1,1,train
448,amityville new york,new york 11361,city,1,1,train
449,amityville new york,new york 11693,city,1,1,train
450,amityville new york,new york 11743,city,1,1,train
451,amityville new york,new york 11754,city,1,1,train
452,amityville new york,new york 12498,city,1,1,train
453,amityville new york,new york brooklyn,city,1,1,train
454,amityville new york,new york city,city,1,1,train
455,amityville new york,new york city new york,city,1,1,train
456,amityville new york,new york city ny 10011 8500,city,1,1,train
457,amityville new york,new york ctiy,city,1,1,train
458,amityville new york,new york flushing,city,1,1,train
459,amityville new york,new york lexington,city,1,1,train
460,amityville new york,new york los angeles austin,city,1,1,train
461,amityville new york,new york manhattan,city,1,1,train
462,amityville new york,new york maplecrest 12454,city,1,1,train
463,amityville new york,new york midtown west manhattan,city,1,1,train
464,amityville new york,new york new york,city,1,1,train
465,amityville new york,new york new york 10038,city,1,1,train
466,amityville new york,new york ny,city,1,1,train
467,amityville new york,new york ny 10001,city,1,1,train
468,amityville new york,new york ny 10003,city,1,1,train
469,amityville new york,new york ny 10004,city,1,1,train
470,amityville new york,new york ny 10009,city,1,1,train
471,amityville new york,new york ny 10010,city,1,1,train
472,amityville new york,new york ny 10011,city,1,1,train
473,amityville new york,new york ny 10012,city,1,1,train
474,amityville new york,new york ny 10013,city,1,1,train
475,amityville new york,new york ny 10016,city,1,1,train
476,amityville new york,new york ny 10017,city,1,1,train
477,amityville new york,new york ny 10018,city,1,1,train
478,amityville new york,new york ny 10019,city,1,1,train
479,amityville new york,new york ny 10022,city,1,1,train
480,amityville new york,new york ny 10024,city,1,1,train
481,amityville new york,new york ny 10025,city,1,1,train
482,amityville new york,new york ny 10026,city,1,1,train
483,amityville new york,new york ny 10027,city,1,1,train
484,amityville new york,new york ny 10032,city,1,1,train
485,amityville new york,new york ny 10036,city,1,1,train
486,amityville new york,new york ny 10065,city,1,1,train
487,amityville new york,new york ny 10282,city,1,1,train
488,amityville new york,new york ny 11231,city,1,1,train
489,amityville new york,new york usa,city,1,1,train
490,amityville new york,new york10000,city,1,1,train
491,amityville new york,new york10001,city,1,1,train
492,amityville new york,new york10024,city,1,1,train
493,amityville new york,new york11747,city,1,1,train
494,amityville new york,new yorkbrooklyn,city,1,1,train
495,amityville new york,new yorklong islang city,city,1,1,train
496,amityville new york,new yorknew yorknew york,city,1,1,train
497,amityville new york,new yorkny,city,1,1,train
498,amityville new york,new yorkny 10001,city,1,1,train
499,amityville new york,new yorkny 10027,city,1,1,train
500,amityville new york,new yorkphoenicia,city,1,1,train
501,amityville new york,new yorksaratoga springs,city,1,1,train
502,amityville new york,new yorksouthold,city,1,1,train
503,amityville new york,ny new york 10010,city,1,1,train
504,amityville new york,queens new york,city,1,1,train
505,amityville new york,queensnew york,city,1,1,train
506,amityville new york,soho manhattan new york,city,1,1,train
507,amityville new york,staten islandnew york,city,1,1,train
508,amityville new york,west new york,city,1,1,train
509,amityville new york,west village new york,city,1,1,train
510,amityville new york,west village new york city,city,1,1,train
511,brooklyn new york,brooklyn new york 11201 united,city,1,1,train
512,brooklyn new york,brooklyn new york 11231,city,1,1,train
513,brooklyn new york,brooklyn new york city,city,1,1,train
514,brooklyn new york,les new york,city,1,1,train
515,brooklyn new york,lower east side new york,city,1,1,train
516,brooklyn new york,manhattan new york,city,1,1,train
517,brooklyn new york,manhattan new york city,city,1,1,train
518,brooklyn new york,new york,city,1,1,train
519,brooklyn new york,new york 10001,city,1,1,train
520,brooklyn new york,new york 10002,city,1,1,train
521,brooklyn new york,new york 10003,city,1,1,train
522,brooklyn new york,new york 10004,city,1,1,train
523,brooklyn new york,new york 10005,city,1,1,train
524,brooklyn new york,new york 10009,city,1,1,train
525,brooklyn new york,new york 10010,city,1,1,train
526,brooklyn new york,new york 10011,city,1,1,train
527,brooklyn new york,new york 10012,city,1,1,train
528,brooklyn new york,new york 10013,city,1,1,train
529,brooklyn new york,new york 10014,city,1,1,train
530,brooklyn new york,new york 10016,city,1,1,train
531,brooklyn new york,new york 10018,city,1,1,train
532,brooklyn new york,new york 10019,city,1,1,train
533,brooklyn new york,new york 10020,city,1,1,train
534,brooklyn new york,new york 10022,city,1,1,train
535,brooklyn new york,new york 10023,city,1,1,train
536,brooklyn new york,new york 10024,city,1,1,train
537,brooklyn new york,new york 10027,city,1,1,train
538,brooklyn new york,new york 10029,city,1,1,train
539,brooklyn new york,new york 10036,city,1,1,train
